question,label
was the movie dunkirk based on a book?,1
does a jury have to be unanimous uk?,1
is national guard boot camp the same as army?,1
do dogwood trees grow in the middle east?,1
is there such a thing as a coywolf?,1
are doc martens still made in the uk?,1
would hydrogen chloride be a gas at room temperature?,1
is it possible to build an alcohol tolerance?,1
do blue jays take over other birds nests?,1
is the olympic torch always lit in greece?,1
is canada in the 2018 soccer world cup?,1
can cradle cap make baby hair fall out?,1
is king louie in the jungle book book?,1
does drake in my feelings have a video?,1
can goalie pick up ball from throw in?,1
is the cecil hotel still open in los angeles?,1
is a birth certificate a valid form of id?,1
is there a town named keister in the united states?,1
do the individual parallel lines in a parallel circuit have different currents flowing through them?,1
is the orientation of a protein sequence important for the protein function?,1
is dc legends of tomorrow based on a comic?,1
is bok choy the same as pak choi?,1
do guinea pigs come from papua new guinea?,1
is trelane a member of the q continuum?,1
did thomas jefferson wrote the declaration of independence when he was president?,1
was season 8 of vampire diaries the last?,1
is antioch ca part of the bay area?,1
is st. patricks day always on march 17?,1
is there a national bring your dog to work day?,1
does the iphone 8 plus have touch id?,1
is there a fourth book of magnus chase?,1
can you buy beer on sunday in new york?,1
is there going to be a my little pony season 8?,1
does a goal from a throw in count?,1
the visual cliff is a device for studying?,1
is it possible to download all of wikipedia?,1
the long road home is it a series?,1
do you need to put return address on mail?,1
is guillain barre syndrome a lower motor neuron disease?,1
is there a second season of iron fist?,1
is himalaya the highest mountain in the world?,1
is a 1-888 number toll free?,1
is the graviton part of the standard model?,1
is st david's day a bank holiday in wales?,1
are the normal force and force of gravity always equal?,1
does the mail run on memorial day weekend?,1
is season 7 of ahs the last season?,1
can you get drafted out of high school into the nba?,1
did dan stevens do the singing in beauty and the beast?,1
does penalty shoot out goals count for golden boot?,1
is haroun and the sea of stories a children's book?,1
can you play original xbox games on a 360?,1
does the honda insight need to be plugged in?,1
is big little lies just a mini series?,1
is taylor still on the bold and beautiful?,1
can you have a skunk as a pet in canada?,1
can you marry your sister in the uk?,1
is there going to be a season 2 of jamestown?,1
does the united kingdom have an official language?,1
did the dad die in the good dinosaur?,1
is blue cross the same as blue shield?,1
is mall of asia the biggest mall in asia?,1
is 44 rem mag the same as 44 mag?,1
can a person die from too much water?,1
does canada's worst driver lose their license?,1
will there be a 13th season of criminal minds?,1
are family dollar and dollar general owned by the same company?,1
can you drink in the street in glasgow?,1
is cheaper by the dozen a true story?,1
is there such thing as a 100 pound note?,1
can you inhale alcohol vapors and get drunk?,1
is daylight savings time all over the world?,1
is polygamy legal in any state in the united states?,1
can u really hear the ocean in a shell?,1
is sweet italian sausage the same as mild?,1
will there be a season 3 of too close to home?,1
is the medal of honor the highest honor?,1
can i be sacked for falling asleep at work?,1
can you buy a car in wisconsin on sunday?,1
is electrode potential the same as reduction potential?,1
did north korea compete in the 2018 olympics?,1
was mercury used as a cure for syphilis?,1
can a member of congress be removed from office?,1
is london the capital of the united kingdom?,1
did they actually go to hawaii in everything everything?,1
can u die for drinking too much water?,1
can you still win both showcases on price is right?,1
is a circle the same as a sphere?,1
is sperm concentration the same as sperm count?,1
did ward and june cleaver sleep in the same bed?,1
is canada the only country with maple trees?,1
were the bodies of operation red wings recovered?,1
is it normal for guys to dribble after peeing?,1
can you have more than one wife in the usa?,1
has there ever been a female thunderbird pilot?,1
is a bba the same as a bs?,1
do you need intent to commit a crime?,1
is the top thrill dragster the tallest roller coaster?,1
is the red cross part of the un?,1
did wales ever qualify for the world cup?,1
is beauty and the beast still on broadway?,1
does marvel own the rights to fantastic four?,1
will there be a second series of the coroner?,1
is it legal to turn right on red in california?,1
does bree van de kamp go to jail?,1
do penalties after extra time count towards golden boot?,1
is there really such a thing as a broken heart?,1
if a table contains a primary key there can be no duplicate records in a table?,1
have the arkansas razorbacks ever won a national championship in football?,1
do litigants on people's court get paid?,1
is zip code the same as post code?,1
did we leave the lunar rover on the moon?,1
is it legal to drink beer while driving in texas?,1
does blow drying your hair kill lice eggs?,1
was the movie the guardian based on a true story?,1
did lebanon ever qualify for the world cup?,1
is monaco a country in its own right?,1
is the movie the mission based on a true story?,1
do you have to win a tennis set by 2?,1
did china ever qualify for fifa world cup?,1
are england in the world cup semi finals?,1
are green beans the same as french beans?,1
does all of japan have the same time zone?,1
is spiderman homecoming a sequel to the amazing spider man?,1
does the entire blastocyst develop into a fetus?,1
can someone be both left and right handed?,1
is there a season 4 of phryne fisher?,1
can you go out with a wild card in uno?,1
can a us citizen hold a foreign title?,1
can a social security number have 8 digits?,1
has anyone won all four grand slam in one year?,1
can you download itv hub on xbox 360?,1
does a trapezoid have one set of parallel lines?,1
does prime minister have to be an mp?,1
can i use my veteran id to get on base?,1
is it illegal to be in possession of alcohol under 21?,1
is the 2017 chevy cruze front wheel drive?,1
can there be a beach on a lake?,1
does puerto rico have to follow us laws?,1
does every us citizen have a social security number?,1
can anything be faster than the speed of light?,1
is there going to be a mr robot season 4?,1
is it possible for an element to have different types of atoms?,1
is a cougar and a mountain lion the same thing?,1
does jimmy o die in sons of anarchy?,1
is triamcinolone acetonide cream used to treat poison ivy?,1
will an xbox 360 game work on an xbox one?,1
is there such thing as a jack rabbit?,1
are they coming out with a new tinkerbell movie?,1
are cash money and money mart the same company?,1
is it ok to eat cooking apples raw?,1
does the texas flag fly at the same height as the american flag?,1
is it ordinary time in the catholic church?,1
does borderlands 2 handsome collection have all dlc?,1
is there going to be a season 3 of project runway junior?,1
is transit aba number the same as routing number?,1
is hashtag the same as the number sign?,1
does the f train stop at queens plaza?,1
is there a difference between slugs and snails?,1
was the french quarter affected by hurricane katrina?,1
can one point be in two different planes?,1
do professional soccer players play in the olympics?,1
is the avengers and avengers assemble the same film?,1
is there going to be a season 8 of rules of engagement?,1
are liquor stores open on sunday in wv?,1
is there still a royal family in spain?,1
is the limbic system the oldest part of the brain?,1
are target and macy's owned by the same company?,1
did bonnie blairs daughter make the olympic team?,1
is the baby in fuller house a twin?,1
was tom holland in amazing spider man 2?,1
is stella the mother on how i met your mother?,1
can an aftershock be stronger than an earthquake?,1
are there any wild ravens in the uk?,1
is a hyundai genesis coupe a sports car?,1
does a death certificate have to show cause of death?,1
is it legal to carry a gun in new hampshire?,1
can you have identical twins that are different genders?,1
is there a season 5 for the flash?,1
is the girl in the spiders web a sequel to the girl with the dragon tattoo?,1
was the movie 300 based on real events?,1
is great britain part of the european union?,1
can you send an envelope without a return address?,1
is there going to be a season 5 of bates motel?,1
is canada in the united states of america?,1
the main component of stomach acid is sulfuric acid?,1
can anyone have an out of body experience?,1
is it illegal to hack into someones phone?,1
does batman and harley quinn take place in the dcau?,1
can a 3 way bulb work in any lamp?,1
are hastings direct and hastings premier the same company?,1
is the lexus es 350 front wheel drive?,1
is there an airport on martha's vineyard?,1
were there helicopters in the second world war?,1
does the us play in the world cup this year?,1
is a money order the same as a postal order?,1
does kaori die in your lie in april manga?,1
does a macbook air have an ethernet port?,1
is cornwall in the south west of england?,1
can a man have more than one wife in utah?,1
did the lead singer of the who have a stutter?,1
does an ace beat a queen in war?,1
does the switch come with 1 2 switch?,1
does the mom die in the impossible movie?,1
can you get aero bars in the us?,1
do citizens in puerto rico pay us taxes?,1
are green beans the same as string beans?,1
of all the points on the production possibilities curve only one point represents an efficient point?,1
was the battle of gettysburg the bloodiest battle of the civil war?,1
do cows have to stay pregnant to produce milk?,1
is methodist the same as church of england?,1
do you get paid for being on survivor?,1
will there be a second season of fairy tail?,1
were all the bodies recovered from operation red wings?,1
is ain't a word in the webster dictionary?,1
are collard greens the same as turnip greens?,1
does dean come back to life in supernatural?,1
is there a new robin hood movie coming out?,1
did rocky beat apollo creed in rocky 1?,1
is rough er part of the endomembrane system?,1
is the uk part of the schengen zone?,1
are there any mgm casinos in atlantic city?,1
cells produce water as a by-product of energy metabolism?,1
can the president serve more than two terms?,1
is the cardiac sphincter the same as the lower esophageal sphincter?,1
is pawn stars filmed in the actual store?,1
is tomato puree the same as tomato sauce?,1
is tom and jerry in the public domain?,1
are the penguins out of the stanley cup?,1
are you allowed to carry a knife in canada?,1
does eddie murphy really sing party all the time?,1
is the cash for clunkers program still active?,1
is the united states coast guard part of the military?,1
is there a such thing as citizens arrest?,1
can you drink alcohol in salt lake city?,1
do sharks die if their fins are cut off?,1
is hydrated lime the same as calcium hydroxide?,1
can a felon own a gun in nj?,1
have the buffalo bills ever won a super bowl?,1
did dennis quaid play the joker in batman?,1
is a sister in law considered immediate family?,1
does the empire state building have a 600th floor?,1
can the house of representatives impeach a federal judge?,1
is saving private ryan based on a book?,1
is it illegal to pump and dump stocks?,1
did italy qualify for the 2018 fifa world cup?,1
can you travel to turkey with a french id card?,1
inflation means specific prices are rising and relative prices are falling?,1
is a set an element of its power set?,1
is mother's day considered a national holiday?,1
do i have the right to protect myself?,1
do u need a licence for an air rifle in uk?,1
did gerry rafferty sing stuck in the middle with you?,1
is the movie mighty joe young a true story?,1
is new zealand on the other side of the world?,1
can work be done in a closed system?,1
do the winners of the europa league qualify for the champions league?,1
does st louis still have a football team?,1
is general law the same as common law?,1
are all kershaw knives made in the usa?,1
does an inside the park home run count as a home runs?,1
do you have to turn right at a red light?,1
can substrate level phosphorylation occur in the absence of oxygen?,1
does switzerland give a gun to every household?,1
are any of the original power rangers in the new movie?,1
is a caribou the same thing as a reindeer?,1
is the movie se7en based on a book?,1
was the declaration of independence before the revolutionary war?,1
does puerto rico vote in the us presidential election?,1
can you hit the backboard on a free throw?,1
is there a jaws ride at universal studios hollywood?,1
will there be a new series of the durrells?,1
did hurricane audrey create a recorded storm surge?,1
is target australia the same as target usa?,1
is cash app and square cash the same?,1
the system of law in the united states is based on the english common law?,1
is the handmaid's tale a hulu original?,1
can you wear a polo for business casual?,1
is morgan stanley part of jp morgan chase?,1
can u play xbox 360 games on an xbox 1?,1
do they actually film movies at universal studios?,1
is the game go the same as othello?,1
is it possible to have an online relationship?,1
is the mummy a remake of the mummy?,1
india is the first country to reach mars?,1
can you fly a flag at half mast?,1
can gibraltar coins be used in the uk?,1
have the raptors ever made it to the finals?,1
did cadburys cream eggs used to be bigger?,1
is himalayan pink salt the same as himalayan sea salt?,1
are the paralympic games the same as the special olympics world games?,1
does christina die in the book of henry?,1
are pecans and walnuts in the same family?,1
is the princess and the frog a broadway musical?,1
are liquor stores open in oklahoma on 4th of july?,1
is there such thing as an alligator snapping turtle?,1
is there such a thing as a designated survivor?,1
can i carry my gun in my car in wisconsin?,1
is it possible to have two anxiety disorders?,1
does the whole state vote for both senators?,1
is the last key the last insidious movie?,1
does will gardner die in the good wife?,1
is there such a thing as being allergic to water?,1
is there a 50 shades of grey 3?,1
is kong skull island part of a series?,1
is it possible to heat water above its boiling point?,1
is there a spin off of grey's anatomy?,1
is lake superior the second largest lake in the world?,1
does a tornado watch mean there is a tornado?,1
can all bay tree leaves be used in cooking?,1
does chrysler still make the town & country minivan?,1
is the back of the neck an erogenous zone?,1
is jersey part of the uk royal mail?,1
is the isle of man part of great britain?,1
can you see mount whitney from death valley?,1
will there be a sequel to the maze runner?,1
can you get 2 yahtzees in a game?,1
does the constitution state you have the right to remain silent?,1
do you have to be 18 to buy airsoft guns?,1
is the hundred foot journey based on a book?,1
does puerto rico have a representative in congress?,1
is west edmonton mall the biggest mall in the world?,1
can microbes have symbiotic relationships with other microbes?,1
do you have to be an all-star to be in the home run derby?,1
did the new jersey plan suggest only one house of congress?,1
is birmingham the 2nd largest city in uk?,1
is a provisional license the same as a permit?,1
can you see alpha centauri without a telescope?,1
is the lincoln memorial on the national mall?,1
is there going to be a new season of hell's kitchen?,1
can you drink when your 18 with your parents in wisconsin?,1
is it legal to shoot fireworks in delaware?,1
is there a new tv show called the connors?,1
is st pancras station the same as kings cross?,1
is equatorial guinea and guinea the same country?,1
do universal life policies have a cash value?,1
can someone born on a military base be president?,1
can you checkmate with two bishops and a king?,1
can you get a tattoo with an 18 year old?,1
are there two versions of ren and stimpy?,1
is the federal reserve bank of new york a government agency?,1
does the octet rule apply to all elements?,1
does canada's prime minister hold a seat in the house of commons?,1
do you have to pay to be on judge judy?,1
can a runner advance on a dead ball in baseball?,1
did over the garden wall win an emmy?,1
is ruthie in season 11 of 7th heaven?,1
is there a sequel to fantastic beasts and where to find them?,1
can you remove venom glands from a snake?,1
do they sell beer in grocery stores in new jersey?,1
is the fairmont hotel part of a chain?,1
did bradley cooper sing in a star is botn?,1
is it possible for a triangle to have more than one obtuse angle?,1
is one world trade center taller than the empire state building?,1
has the us ever gone to the world cup?,1
do both feet leave the ground when running?,1
is estee lauder and clinique the same company?,1
is charlie from charlie and the chocolate factory still alive?,1
can you blink one eye at a time?,1
is the separation of powers in the australian constitution?,1
do you have to have two license plates in ontario?,1
are black beans the same as turtle beans?,1
is a wooly mammoth the same as a mastodon?,1
is carling black label a south african beer?,1
were the world trade centers the tallest buildings in america?,1
is there still an east and west berlin?,1
can i carry a gun in my car south carolina?,1
does every player get their name on the stanley cup?,1
is stanley cup 2-3-2?,1
is it illegal to kill a slow worm?,1
is a toyota kluger the same as a highlander?,1
has croatia ever won a world cup final?,1
is the book of mark in the new testament?,1
will there be a third season of bed of roses?,1
has any team won the superbowl in their own stadium?,1
is there a dunkin donuts in all 50 states?,1
sequence occurs when pattern of notes is repeated?,1
is vanilla sugar the same as regular sugar?,1
is there a sequel to mrs frisby and the rats of nimh?,1
can eustachian tube dysfunction cause shortness of breath?,1
was the five heartbeats based on a real group?,1
have england ever not qualified for the world cup?,1
is there going to be a third season of fargo?,1
can you play infamous second son on ps3?,1
is eddie and the cruisers a real story?,1
is mystic pizza based on a true story?,1
are they coming out with another underworld movie?,1
my mother and other strangers is it a true story?,1
do dogs have to have their dew claws removed?,1
is pedro from napoleon dynamite in nacho libre?,1
can you use chlorine in a saltwater pool?,1
will the durells in corfu have a season 3?,1
are horses donkeys and zebras the same species?,1
egypt is bordered by the red sea and the mediterranean sea?,1
was can't stop the feeling written for trolls?,1
orange is the new black season 2 does alex come back?,1
is it illegal to drink in public in singapore?,1
is luis tiant in the hall of fame?,1
are the channel islands part of the united kingdom?,1
does the stock act apply to the president?,1
did they ever find the boat from the perfect storm?,1
do you have to be a member at bi mart?,1
is godzilla and king kong in the same universe?,1
has anyone won the grand slam in golf in one year?,1
has tunisia ever been in the world cup?,1
was nerve gas used in world war 1?,1
is a professional degree higher than a phd?,1
did hagrid die in the battle of hogwarts?,1
did build a bear go out of business?,1
is there a difference between ez pass and express e zpass?,1
is the housing choice voucher program the same as section 8?,1
is the game of thrones book series over?,1
is the us post office a private company?,1
has an nba player ever averaged a triple double?,1
is there a sequel to the 5th wave?,1
is the movie unbreakable based on a true story?,1
did the irish fight in the civil war?,1
are vidalia onions the same as sweet onions?,1
do they celebrate cinco de mayo in canada?,1
is anyone from the wizard of oz still alive 2017?,1
is the irish pound the same as the british pound?,1
is blue bell ice cream only sold in texas?,1
was snow white in color when it first came out?,1
do you need a gun permit in vermont?,1
is duty free and tax free the same thing?,1
is mount st helens still an active volcano?,1
is there a bronze medal in the world cup?,1
are they removing the carving from stone mountain?,1
is wally west and bart allen the same person?,1
is there going to be a third series of no offence?,1
is there a season 2 of wynonna earp?,1
when did you have to have a passport to go to canada?,1
is fedex part of the us postal service?,1
is there a second series of the good karma hospital?,1
is quick ratio the same as acid test?,1
did the king's speech win any oscars?,1
is there more than one john wick movie?,1
did the great fire of london destroy st paul's cathedral?,1
does new zealand have a capital gains tax?,1
can a gas mix into a liquid explain?,1
does a sac fly count against your batting average?,1
is the magna carta the english bill of rights?,1
do you pay both ways on m6 toll?,1
is the nasopharynx part of the respiratory system?,1
in early 19th century new orleans where was real african music heard in the community?,1
does better call saul take place after breaking bad?,1
does the same actor play twins on deception?,1
is a german shepherd the same as an alsatian?,1
have china ever qualified for the world cup?,1
are the faroe islands part of the eu?,1
is glen cove part of town of oyster bay?,1
do all last names in iceland end in son?,1
is the netflix marvel shows in the mcu?,1
is the domincan republic part of the usa?,1
are king kong and godzilla in the same universe?,1
does north carolina get a lot of hurricanes?,1
can you drop kick a field goal in nfl?,1
can i get a public defender for a civil case?,1
is a ferret and a weasel the same thing?,1
victoria and abdul is it a real story?,1
is there a season 2 of hunted on cinemax?,1
would a change in price shift the demand curve?,1
does north carolina get snow in the winter?,1
can you go to court for the same thing twice?,1
does the fender hot rod deluxe have an effects loop?,1
was the soviet union a member of the axis powers?,1
is it legal to count cards in vegas?,1
did all of the granite mountain hotshots die?,1
has a city ever won all championships in one year?,1
can you buy beer on sunday in ok?,1
can the president of the philippines be re elected?,1
do i need a concealed carry permit in nh?,1
is there a difference between 9x19 and 9mm luger?,1
did canada ever make it to the world cup?,1
is the east coast on daylight savings time?,1
is john wick going to be a trilogy?,1
did the tomb raider game come out before the movie?,1
can you die from getting hit in the heart?,1
did the first hot air balloon fly successfully?,1
does sweden pay students to go to school?,1
can u play playstation 2 games on ps3?,1
is australia still part of the british empire?,1
minnie driver did she sing in phantom of the opera?,1
is the area of zabeel park equal to that of 45 football playgrounds?,1
is all of rick and morty season 3 out?,1
can you knee a ball back to the goalkeeper?,1
is cabo and cabo san lucas the same?,1
are all house of representatives up for election at the same time?,1
can alkenes have more than one double bond?,1
is a section of dna recognized by a restriction endonuclease?,1
is there ending credits for the incredibles 2?,1
are the muppets the same as sesame street?,1
is every strong electrolyte also a strong acid?,1
does buffy's mom come back to life?,1
do games from xbox 360 work on xbox one?,1
was the revolutionary war before the declaration of independence?,1
does it cost money to get into canada?,1
is po box the same as zip code?,1
do you have to be born in queensland to play state of origin?,1
is there a bridge from spain to gibraltar?,1
is there no speed limit on the autobahn?,1
can you buy liquor on sundays in west virginia?,1
have the nashville predators won the stanley cup?,1
is ihop and applebees owned by the same company?,1
is walgreens and cvs owned by the same company?,1
is there a season 2 for the punisher?,1
can i get into canada with an enhanced id?,1
are all the game of thrones books written?,1
is the rear differential part of the powertrain?,1
did england lose a game in the 1966 world cup?,1
is there a season 7 of republic of doyle?,1
is les choristes based on a true story?,1
did monk ever find out who killed his wife?,1
is the letter j in the latin alphabet?,1
can a us citizen hold more than one passport?,1
did torrey pines park start out as a state reserve?,1
was the tv show 9-1-1 cancelled?,1
is there going to be a season 13 criminal minds?,1
is hawaii and alaska part of the united states?,1
is there a relationship between molecular weight and diffusion rate?,1
did the voting age used to be 21?,1
is stitch the movie the same as lilo and stitch?,1
does authentic leadership have deep roots in philosophy?,1
are exposure and shutter speed the same thing?,1
is being dismissed the same as being fired?,1
is star wars the last jedi the last star wars?,1
did east germany ever qualify for the world cup?,1
did morgan corinthos come back to general hospital?,1
is dobby in the goblet of fire movie?,1
is there going to be another season of britannia?,1
do kurt and blaine get married in season 6?,1
is a uterus and a womb the same thing?,1
was the hudson river school an actual school?,1
is part of niagara falls in new york?,1
are there any of the beatles still alive?,1
do manta rays have barbs on their tails?,1
is season 6 the final season of nashville?,1
can you go out on a jack in cribbage?,1
will there be a season 2 of constantine?,1
is new york life a mutual insurance company?,1
is creme de cacao the same as chocolate liqueur?,1
does the whistleblower protection act only apply to federal employees?,1
does putting a shoe on a horse hurt?,1
is it illegal to have a gun in your home?,1
is st. patrick's day a holy day?,1
is there an nfl team in las vegas?,1
is a full moon the same as a new moon?,1
is gilley's in pasadena texas still open?,1
do betta fish only fight other betta fish?,1
is star trek into the darkness a sequel?,1
is there a canal from birmingham to london?,1
is elena still a vampire in season 6?,1
are the british virgin islands part of great britain?,1
does anyone have an emmy grammy oscar and tony?,1
does president have to be born in usa?,1
is demon's souls part of dark souls?,1
can i have dual citizenship in new zealand?,1
have any teams played each other twice in the world cup?,1
will there be a season 6 of once upon a time?,1
is walls ice cream and walls sausages the same company?,1
is sodium chloride the same as saline water?,1
does the mason dixon line run through new jersey?,1
is liz from magic school bus a girl?,1
does stefan's constant depend upon wavelength of radiation?,1
can you see the great wall of china from space wiki?,1
is the song drinking problem by midland a remake?,1
is a star is born 2018 a remake?,1
has el salvador ever been in the world cup?,1
are danielle and mike related on american pickers?,1
will there be a adventures of tintin 2?,1
hurricane season starts in spring true or false?,1
did the mayans and aztecs speak the same language?,1
can you buy wine in grocery stores in missouri?,1
did john williams wrote music for indiana jones?,1
is homeland security part of department of defense?,1
were the olsen twins in the flintstones movie?,1
is nebraska in the middle of the usa?,1
is there a movie for anthem by ayn rand?,1
is diary of a wimpy kid realistic fiction?,1
can you play a zone defense in the nba?,1
can you drive with a beer in texas?,1
are the baltic countries part of the eu?,1
is thursday night football going to be on regular tv?,1
did morris brown college get their accreditation back?,1
is me before you a nicholas sparks movie?,1
is it bad to drain a deep cycle battery?,1
the other boleyn girl is it based on a true story?,1
does creon want to be king of thebes?,1
has there ever been a convention of states?,1
the international monetary fund was formed to provide for the short-term flow of money?,1
was south africa part of the british commonwealth?,1
is there a season 7 of vanderpump rules?,1
can you get silk without killing the worm?,1
did michael mcdonald sing backup on ride like the wind?,1
do i need a license to shoot at a gun range?,1
does a fluid ounce of water weigh an ounce?,1
do i need to provide id to police?,1
is sky movies the same as sky cinema?,1
is the first order the same as the empire?,1
does the us constitution guarantee separation of church and state?,1
are there any dominick's stores still open?,1
does dr house die in the last episode?,1
has the world cup ever been stolen before?,1
is cottage cheese the same as cheese curds?,1
can heat energy be converted to electrical energy?,1
is hwy 69 part of the trans canada highway?,1
will there be a marvel runaways season 2?,1
is cow milk the same as breast milk?,1
can you score off a kickoff in soccer?,1
can a person die from drinking too much water?,1
did the berlin wall go all around west berlin?,1
is mr stark in captain america related to iron man?,1
is the movie the matrix based on a book?,1
can there be an economy without economic problem?,1
did the movie dolores claiborne win any awards?,1
did the cast of full house really go to hawaii?,1
are bass pro shops and cabelas owned by the same company?,1
do you have to pay for a warning ticket?,1
can a world cup final go to penalties?,1
in glee season 1 do they win sectionals?,1
did the movie papillon win any academy awards?,1
is qatar going to be the world cup host?,1
has willie robertson from duck dynasty passed away?,1
the truth in lending act regulates interest rates and the terms of loans?,1
do they end up together in no strings attached?,1
is washington dc a state in the united states?,1
does a female blackbird have a yellow beak?,1
is a stop sign considered a traffic control device?,1
is switched at birth based on a real story?,1
does alternative minimum tax apply to capital gains?,1
is ryne sandberg in the hall of fame?,1
is there a season six of once upon a time?,1
are they making a season seven of once upon a time?,1
are there parables in the gospel of john?,1
will breast cyst go away on their own?,1
does xbox 360 games play on xbox one?,1
does the m train go to broadway junction?,1
is mary a witch in mary and the witchs flower?,1
are ipv6 unique local unicast addresses routable within and outside an organization?,1
are there any hells angels in sons of anarchy?,1
is cognitive therapy the same as cognitive behavioural therapy?,1
can a catholic receive communion in an episcopal church?,1
is need for speed the run open world?,1
do any of the originals die in the originals?,1
when does ned stark die in the show?,1
will there be a 4th hunger games movie?,1
was the empire state building the tallest in the world?,1
are the words separation of church and state in the constitution?,1
is there a second series of pan am?,1
is chicago the movie based on a true story?,1
